"X","ID","C1_B1","C1_B2","C1_B5","C1_B10","C1_B11","C1_B12","C1_B13","C1_B14","C1_B15","C1_B16","C1_B17","C1_B18","C1_B19","C1_B20","C1_B21","C1_B22","C1_B23","C1_B24","C1_B25","C2_B1","C2_B2","C2_B5","C2_B10","C2_B11","C2_B12","C2_B13","C2_B14","C2_B15","C2_B16","C2_B17","C2_B18","C2_B19","C2_B20","C2_B21","C2_B22","C2_B23","C2_B24","C2_B25","C3_B1","C3_B2","C3_B5","C3_B10","C3_B11","C3_B12","C3_B13","C3_B14","C3_B15","C3_B16","C3_B17","C3_B18","C3_B19","C3_B20","C3_B21","C3_B22","C3_B23","C3_B24","C3_B25","C1_AG1","C1_AG2","C1_AG3","C1_AG4","C2_AG1","C2_AG2","C2_AG3","C2_AG4","C3_AG1","C3_AG2","C3_AG3","C3_AG4","FSM","C1_SConcern1","C1_SConcern2","C1_SConcern3","C1_SConcern4","C1_SConcern5","C1_SConcern6","C1_SConcern7","C1_SConcern8","C1_SConcern9","C1_SConcern10","C1_SConcern11","C1_SConcern12","C1_SConcern13","C1_SConcern14","C1_SConcern15","C1_SConcern16","C1_SConcern17","C1_SConcern18","C1_SConcern19","C1_SConcern20","C2_SConcern1","C2_SConcern2","C2_SConcern3","C2_SConcern4","C2_SConcern5","C2_SConcern6","C2_SConcern7","C2_SConcern8","C2_SConcern9","C2_SConcern10","C2_SConcern11","C2_SConcern12","C2_SConcern13","C2_SConcern14","C2_SConcern15","C2_SConcern16","C2_SConcern17","C2_SConcern18","C2_SConcern19","C2_SConcern20","C3_SConcern1","C3_SConcern2","C3_SConcern3","C3_SConcern4","C3_SConcern5","C3_SConcern6","C3_SConcern7","C3_SConcern8","C3_SConcern9","C3_SConcern10","C3_SConcern11","C3_SConcern12","C3_SConcern13","C3_SConcern14","C3_SConcern15","C3_SConcern16","C3_SConcern17","C3_SConcern18","C3_SConcern19","C3_SConcern20","C2_SL1","C2_SL2","C2_SL3","C2_SL4","C2_SL5","C3_SL1","C3_SL2","C3_SL3","C3_SL4","C3_SL5","C1_LT1","C1_LT2","C1_LT3","C1_LT4","C1_LT5","C1_LT6","C1_LT7","C1_LT8","C1_LT9","C1_LT10","C2_LT1","C2_LT2","C2_LT3","C2_LT4","C2_LT5","C2_LT6","C2_LT7","C2_LT8","C2_LT9","C2_LT10","C3_LT1","C3_LT2","C3_LT3","C3_LT4","C3_LT5","C3_LT6","C3_LT7","C3_LT8","C3_LT9","C3_LT10","C1_L1","C1_L2","C1_L3","C1_L4","C1_L5","C1_L6","C1_L7","C1_L8","C1_L9","C1_L10","C1_L11","C1_L12","C1_L13","C1_L14","C1_L15","C2_L1","C2_L2","C2_L6","C2_L7","C2_L11","C2_L14","C2_L15","C3_L1","C3_L2","C3_L6","C3_L7","C3_L11","C3_L14","C3_L15","KS2MathstestNUM","KS2EnglishtestNUM","Y7EnglishNC","Y7MathsNC"
1856,9067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sort of true","Certainly true","Sort of true","Certainly true","Certainly true","Not true","Not true","Certainly true","Certainly true","Sort of true","Certainly true","Not true","Not true","Sort of true","Sort of true","Certainly true","Sort of true","Not true","Sort of true","Certainly true","Sort of true","Sort of true","Sort of true","Certainly true","Not true","Sort of true","Sort of true","Sort of true","Certainly true","Certainly true","Not true","Not true","Sort of true","Sort of true","Not true","Certainly true","Certainly true","Sort of true",NA,NA,NA,NA,"Sometimes","Often","Always","Sometimes","Never","Sometimes","Often",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not at all worried","5","3","Not at all worried","7","Not at all worried","8","3","Not at all worried","6","4","6","2","5","9","7","9","Not at all worried","Not at all worried","3","3","4","3","Not at all worried","5","2","4","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","2","5","4","2","2","Not at all worried","7","2","YES!!","NO!!","no","YES!!","NO!!","yes","NO!!","yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","No","YES!!","YES!!","YES!!","NO!!","yes","NO!!","yes","NO!!","yes","NO!!","YES!!","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True most of the time","Hardly ever true","Not true at all","Always true","Hardly ever true","Not true at all","Sometimes true","Sometimes true","Hardly ever true","Not true at all","Always true","Hardly ever true","Hardly ever true","Sometimes true","4","4","5b","5b"
1857,9068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Certainly true","Not true","Not true","Sort of true","Certainly true",NA,NA,NA,NA,"Often","Often","Always","Often","Sometimes","Often","Always","Always","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","6","2","3","6","2","5","Not at all worried","Not at all worried","2","6","Not at all worried","5","Not at all worried","3","Not at all worried","3","8","4","Not at all worried","3","4","Not at all worried","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","3","Not at all worried","2","3","2","Not at all worried","2","3","2","4","YES!!","NO!!","NO!!","YES!!","NO!!","YES!!","NO!!","NO!!","YES!!","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NO!!","Yes","NO!!","Yes","NO!!","YES!!","No","YES!!","YES!!","yes","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Always true","Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Always true","4","5","5b","5a"
1858,9069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Certainly true","Not true","Sort of true","Certainly true","Not true","Not true","Sort of true","Not true","Sort of true","Certainly true","Not true","Not true","Sort of true","Certainly true","Not true","Not true","Certainly true","Certainly true","Certainly true","Sort of true","Not true","Sort of true","Certainly true","Not true","Sort of true","Sort of true","Sort of true","Certainly true","Certainly true","Not true","Not true","Sort of true","Certainly true","Not true","Sort of true","Certainly true","Sort of true",NA,NA,NA,NA,"Often","Always","Always","Often","Sometimes","Sometimes","Always","Sometimes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","6","4","3","7","2","7","Not at all worried","Not at all worried","4","4","Not at all worried","4","3","4","Not at all worried","6","3","5","5","6","7","2","4","8","Not at all worried","3","2","2","5","3","7","5","3","5","2","7","3","7","7","YES!!","NO!!","NO!!","YES!!","NO!!","yes","no","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NO!!","Yes","NO!!","Yes","NO!!","YES!!","No","YES!!","Yes","yes","no","no","no","yes","no","yes","no","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True most of the time","Not true at all","Not true at all","Not true at all","Not true at all","Not true at all","True most of the time","True most of the time","Hardly ever true","Not true at all","True most of the time","Sometimes true","Not true at all","True most of the time","5","5","5a","6a"
1859,9070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Certainly true","Certainly true","Sort of true","Sort of true","Not true","Not true","Sort of true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Sort of true","Not true","Sort of true","Not true","Sort of true","Sort of true","Not true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Sort of true","Not true","Certainly true","Not true","Sort of true",NA,NA,NA,NA,"Seldom","Sometimes","Often","Seldom","Often","Often","Always","Often","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","5","6","3","5","4","9","3","Not at all worried","4","8","8","6","2","8","4","6","8","7","I get extremely worried about it","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","2","Not at all worried","Not at all worried","Not at all worried","2","2","Not at all worried","3","Not at all worried","Not at all worried","Not at all worried","4","I get extremely worried about it","Not at all worried","yes","NO!!","yes","yes","NO!!","YES!!","no","no","YES!!","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","yes","yes","yes","NO!!","YES!!","YES!!","yes","NO!!","no","YES!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hardly ever true","Hardly ever true","Not true at all","True most of the time","Hardly ever true","Not true at all","Sometimes true","Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","True most of the time","5","4","5c","5b"
1860,9071,"Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Not true","Sort of true","Certainly true","Sort of true","Sort of true","Certainly true","Certainly true","Not true","Not true","Sort of true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Not true","Not true","Not true","Not true","Not true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Sort of true","Sort of true","Not true","Not true","Certainly true","Sort of true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Sometimes","Often","Always","Often","Sometimes","Often","Often","Sometimes","Sometimes","Sometimes","Often","Often","No","5","7","7","Not at all worried","8","Not at all worried","6","Not at all worried","Not at all worried","5","7","Not at all worried","6","6","5","2","5","5","8","7","5","7","Not at all worried","Not at all worried","Not at all worried","Not at all worried","3","Not at all worried","Not at all worried","Not at all worried","5","Not at all worried","Not at all worried","Not at all worried","5","Not at all worried","Not at all worried","6","5","Not at all worried","4","Not at all worried","Not at all worried","Not at all worried","6","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","8","5","Not at all worried","YES!!","NO!!","NO!!","NO!!","NO!!","YES!!","NO!!","NO!!","no","NO!!","Yes","NO!!","Yes","No","YES!!","Yes","YES!!","No","NO!!","Yes","Yes","NO!!","YES!!","Yes","Yes","NO!!","Yes","NO!!","NO!!","Yes",NA,"NO!!","yes","NO!!","yes","no","yes","yes","yes","yes","Sometimes true","Sometimes true","Sometimes true","Hardly ever true","Sometimes true","Sometimes true","True most of the time","True most of the time","Sometimes true","Sometimes true","Sometimes true","Sometimes true","Hardly ever true","Hardly ever true","True most of the time","True most of the time","Not true at all","Hardly ever true","Always true","Sometimes true","Hardly ever true","True most of the time","True most of the time","Not true at all","Not true at all","Not true at all","Not true at all","Not true at all","Sometimes true","4","4","5b","5b"
1861,9072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Certainly true","Sort of true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Sort of true","Not true","Not true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Not true","Not true","Sort of true","Sort of true","Not true","Not true","Not true","Sort of true",NA,NA,NA,NA,"Always","Always","Always","Always","Often","Often","Often","Often","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","6","6","2","Not at all worried","Not at all worried","3","Not at all worried","Not at all worried","4","4","6","2","Not at all worried","7","3","7","6","7","6","3","2","5","3","Not at all worried","Not at all worried","5","Not at all worried","Not at all worried","3","2","I get extremely worried about it","Not at all worried","Not at all worried","Not at all worried","Not at all worried","3","5","3","3","YES!!","NO!!","NO!!","YES!!","NO!!","YES!!","NO!!","NO!!","YES!!","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","NO!!","Yes","NO!!","YES!!","NO!!","YES!!","NO!!",NA,"Yes","yes","yes","yes","NO!!","yes","NO!!","yes","NO!!","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Always true","Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Always true","5","5","5a","6b"
1862,9073,"Certainly true","Not true","Not true","Sort of true","Certainly true","Not true","Not true","Sort of true","Sort of true","Sort of true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true","Certainly true","Not true","Not true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sort of true","Sort of true","Not true","Sort of true","Certainly true","Not true","Not true","Not true","Sort of true","Not true","Sort of true","Not true","Not true","Certainly true","Not true","Not true","Not true","Not true","Sort of true","Seldom","Seldom","Seldom","Seldom","Seldom","Seldom","Sometimes","Often","Sometimes","Sometimes","Often","Always","No","6","8","7","8","6","5","7","6","7","6","8","6","8","6","6","7","8","8","7","7","9","I get extremely worried about it","I get extremely worried about it","3","I get extremely worried about it","Not at all worried","5","Not at all worried","5","3","4","7","8","Not at all worried","I get extremely worried about it","5","I get extremely worried about it","I get extremely worried about it","I get extremely worried about it","I get extremely worried about it","Not at all worried","Not at all worried","2","Not at all worried","6","Not at all worried","4","Not at all worried","2","5","3","Not at all worried","4","Not at all worried","2","Not at all worried","Not at all worried","4","4","Not at all worried","yes","NO!!",NA,"no",NA,"YES!!","NO!!","NO!!","YES!!","NO!!","Yes","No","Yes","No","Yes","No","Yes","Yes","YES!!","Yes","NO!!","NO!!",NA,"YES!!","YES!!","NO!!","YES!!","NO!!","No","YES!!","yes","NO!!","yes","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","yes","True most of the time","Hardly ever true","Sometimes true","Hardly ever true","Sometimes true","Hardly ever true","True most of the time","Hardly ever true","Hardly ever true","True most of the time","Sometimes true","Hardly ever true","Hardly ever true","Not true at all","Sometimes true","Sometimes true","Not true at all","Not true at all","Always true","Sometimes true","Not true at all","Sometimes true","True most of the time","Hardly ever true","Not true at all","True most of the time","Not true at all","Not true at all","True most of the time","4","3","4b","4a"
1863,9074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sort of true","Sort of true","Not true","Not true","Certainly true","Not true","Sort of true","Sort of true","Sort of true","Sort of true","Sort of true","Sort of true","Not true","Sort of true","Sort of true","Not true","Not true","Not true","Sort of true",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seldom","Often","Often","Often",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","8","5","8","3","8","I get extremely worried about it","Not at all worried","Not at all worried","8","2","6","8","2","7","Not at all worried","I get extremely worried about it","I get extremely worried about it","I get extremely worried about it","I get extremely worried about it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"yes","NO!!","yes","yes","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","Yes","Yes","Yes","Yes","No","YES!!","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always true","Not true at all","Hardly ever true","True most of the time","Hardly ever true","Hardly ever true","True most of the time",NA,NA,NA,NA,NA,NA,NA,"5","5","6a","6c"
1864,9075,"Certainly true","Sort of true","Certainly true","Not true","Certainly true","Not true","Not true","Sort of true","Not true","Not true","Certainly true","Sort of true","Not true","Sort of true","Sort of true","Not true","Sort of true","Not true","Sort of true","Certainly true","Sort of true","Not true","Sort of true","Certainly true","Not true","Not true","Certainly true","Sort of true","Sort of true","Certainly true","Not true","Sort of true","Sort of true","Certainly true","Not true","Not true","Sort of true","Sort of true","Certainly true","Sort of true","Not true","Sort of true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true","Certainly true","Sort of true","Not true","Sort of true","Certainly true","Not true","Not true","Not true","Sort of true","Always","Always","Always","Always","Sometimes","Often","Always","Often","Often","Always","Always","Often","No","8","8","Not at all worried","2","9","7","4","Not at all worried","2","6","3","Not at all worried","2","Not at all worried","4","Not at all worried","7","Not at all worried","Not at all worried","6","Not at all worried","9","Not at all worried","Not at all worried","I get extremely worried about it","Not at all worried","7","Not at all worried","5","Not at all worried","2","Not at all worried","6","5","8","Not at all worried","2","9","8","9","2","5","Not at all worried","Not at all worried","6","Not at all worried","2","Not at all worried","4","Not at all worried","3","3","Not at all worried","3","2","Not at all worried","2","6","3","2","YES!!","NO!!","yes","YES!!","NO!!","YES!!","NO!!","yes","yes","NO!!","YES!!","No","Yes","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","Yes","Yes","No","Yes","NO!!","YES!!","No","YES!!","NO!!","YES!!","YES!!","yes","no","yes","no","YES!!","no","yes","no","YES!!","YES!!","Always true","Not true at all","Always true","Not true at all","Always true","Not true at all","Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Hardly ever true","Not true at all","Always true","Always true","Not true at all","Not true at all","Always true","Hardly ever true","Not true at all","True most of the time","Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Always true","5","5","6c","5b"
1865,9076,"Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Sort of true","Certainly true","Not true","Not true","Sort of true","Sort of true","Not true","Not true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Not true","Not true","Not true","Not true","Sort of true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Sort of true","Often","Always","Always","Always","Often","Sometimes","Always","Sometimes","Always","Always","Always","Often","No","3","2","Not at all worried","4","3","Not at all worried","3","Not at all worried","Not at all worried","2","3","Not at all worried","5","Not at all worried","Not at all worried","Not at all worried","4","3","Not at all worried","5","2","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","Not at all worried","2","Not at all worried","Not at all worried","3","Not at all worried","Not at all worried","Not at all worried","3","3","2","4","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","Not at all worried","YES!!","NO!!","NO!!","YES!!","NO!!","YES!!","NO!!","NO!!","YES!!","NO!!","YES!!","NO!!","Yes","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","YES!!","YES!!","NO!!","Yes","NO!!","YES!!","NO!!","YES!!","NO!!","Yes","Yes","yes","YES!!","YES!!","NO!!","YES!!","NO!!","yes","YES!!","no","YES!!","Always true","Not true at all","True most of the time","Not true at all","Always true","Not true at all","Always true","Not true at all","Hardly ever true","Always true","Hardly ever true","Not true at all","Not true at all","Not true at all","Always true","Always true","Not true at all","Not true at all","Hardly ever true","Not true at all","Not true at all","True most of the time","Always true","Not true at all","Not true at all","Not true at all","Not true at all","Not true at all","Always true","5","5","6c","6b"
1866,9077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sort of true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Sort of true","Sort of true","Certainly true","Not true","Not true","Sort of true","Sort of true","Not true","Not true","Not true","Sort of true","Sort of true","Not true","Sort of true","Not true","Certainly true","Not true","Not true","Sort of true","Not true","Not true","Sort of true","Not true","Not true","Sort of true","Sort of true","Not true","Sort of true","Not true","Sort of true",NA,NA,NA,NA,"Sometimes","Often","Often","Often","Sometimes","Sometimes","Often","Often","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","6","3","4","6","2","4","4","2","3","4","5","4","5","6","4","5","6","6","4","2","3","2","2","3","Not at all worried","3","3","Not at all worried","Not at all worried","2","3","2","2","3","2","2","6","3","4","yes","NO!!","no","yes","NO!!","yes","NO!!","NO!!","YES!!","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","yes","no","yes","no","yes","no","yes","no","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"True most of the time","Hardly ever true","Not true at all","Always true","Not true at all","Not true at all","Always true","True most of the time","True most of the time","Not true at all","Always true","Not true at all","Not true at all","Always true","4","4","5c","5b"
1867,9078,"Certainly true","Sort of true","Sort of true","Sort of true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Sort of true","Not true","Not true","Not true","Not true","Certainly true","Sort of true","Not true","Sort of true","Certainly true","Not true","Certainly true","Sort of true","Certainly true","Sort of true","Certainly true","Not true","Certainly true","Certainly true","Certainly true","Sort of true","Sort of true","Sort of true","Certainly true","Certainly true","Sort of true","Sort of true","Sort of true","Certainly true","Not true","Sort of true","Certainly true","Sort of true","Sort of true","Certainly true","Not true","Sort of true","Certainly true","Certainly true","Not true","Sort of true","Not true","Certainly true","Often","Often","Often","Often","Often","Often","Always","Often","Always","Always","Often","Sometimes","No","2","Not at all worried","3","Not at all worried","3","Not at all worried","3","Not at all worried","Not at all worried","Not at all worried","3","Not at all worried","2","2","2","Not at all worried","Not at all worried","3","3","Not at all worried","3","3","3","4","4","3","6","3","Not at all worried","2","4","5","2","Not at all worried","3","3","2","6","6","3","6","4","2","4","7","3","5","4","3","6","5","7","5","7","4","5","6","7","4","6","YES!!","NO!!","no","yes","NO!!","YES!!","NO!!","no","YES!!","NO!!","YES!!","NO!!","Yes","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","Yes","Yes","No","No","No","No","YES!!","YES!!","Yes","Yes","Yes","yes","yes","no","no","yes","YES!!","YES!!","no","yes","yes","Always true","Not true at all","True most of the time","Hardly ever true","Always true","Not true at all","Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","Not true at all","Not true at all","True most of the time","True most of the time","Not true at all","Not true at all","Always true","Hardly ever true","Not true at all","True most of the time","Always true","Not true at all","Not true at all","Always true","Not true at all","Not true at all","True most of the time","6","6","6a","6b"
1868,9079,"Sort of true","Certainly true","Sort of true","Certainly true","Certainly true","Not true","Not true","Certainly true","Certainly true","Sort of true","Certainly true","Sort of true","Not true","Sort of true","Not true","Not true","Not true","Not true","Sort of true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Certainly true","Sort of true","Sort of true","Certainly true","Not true","Not true","Sort of true","Sort of true","Not true","Not true","Not true","Sort of true","Sort of true","Not true","Sort of true","Not true","Certainly true","Not true","Not true","Sort of true","Sort of true","Certainly true","Certainly true","Sort of true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Seldom","Seldom","Often","Often","Often","Often","Often","Often","Often","Always","Often","Often","No","2","2","4","Not at all worried","2","3","8","Not at all worried","2","4","3","Not at all worried","I get extremely worried about it","Not at all worried","Not at all worried","Not at all worried","3","6","Not at all worried","2","7","3","4","Not at all worried","4","3","8","2","2","3","5","Not at all worried","8","Not at all worried","2","Not at all worried","2","9","Not at all worried","3","2","2","Not at all worried","Not at all worried","Not at all worried","4","6","Not at all worried","Not at all worried","6","5","Not at all worried","9","Not at all worried","Not at all worried","Not at all worried","3","4","Not at all worried","Not at all worried","yes","no","no","yes","no","yes","no","NO!!","yes","NO!!","Yes","Yes","No","No","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","yes","yes","no","no","yes","no","yes","no","yes","yes","Sometimes true","Not true at all","Sometimes true","Hardly ever true","Always true","Not true at all","True most of the time","Not true at all","Not true at all","True most of the time","Sometimes true","Hardly ever true","Not true at all","Not true at all","Always true","Sometimes true","Hardly ever true","Hardly ever true","True most of the time","Hardly ever true","Hardly ever true","True most of the time","True most of the time","Not true at all","Not true at all","Always true","Not true at all","Not true at all","True most of the time","6","5","6c","6b"
1869,9080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sort of true","Not true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Not true","Not true","Certainly true","Not true","Not true","Not true","Sort of true","Not true","Not true","Not true","Certainly true","Certainly true","Not true","Not true","Not true","Certainly true","Not true","Not true","Sort of true","Not true","Not true","Not true","Not true","Not true","Not true","Sort of true","Not true","Not true","Not true","Certainly true",NA,NA,NA,NA,"Often","Always","Always","Often","Always","Always","Always","Often","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Not at all worried","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","5","Not at all worried","Not at all worried","Not at all worried","Not at all worried","6","Not at all worried","3","Not at all worried","4","2","2","Not at all worried","Not at all worried","Not at all worried","Not at all worried","2","2","Not at all worried","3","3","3","2","4","4","4","3","YES!!","NO!!","NO!!","YES!!","NO!!","YES!!","NO!!","no","YES!!","NO!!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES!!","NO!!","YES!!","NO!!","YES!!","NO!!","YES!!","No","YES!!","YES!!","yes","yes","yes","NO!!","yes","no","YES!!","NO!!","yes","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Always true","Not true at all","Not true at all","Not true at all","Not true at all","Not true at all","Always true","True most of the time","Not true at all","Not true at all","Not true at all","Not true at all","Not true at all","Always true",NA,NA,"4a","5b"
